metaDataResolver, "Metadata: meldinger som gjelder XML-løsningsprogram"
meta.modification, "Meldinger som gjelder metadataendringer under kjøring"
metaValidation, "Validering av metadata"
migrationDetails, "Overføringsrelaterte feilsøkingsmeldinger"
mobile, "Meldinger som gjelder mobil klient"
modify, "Endre operasjoner"
nestedSession, "Sporer nestet økt"
net, "Nettverksrelaterte meldinger"
nodeassignment, "Meldinger som gjelder Tilordningsbehandler"
notification, "Meldinger som gjelder e-postmeldinger"
objectOperations, "Lagring av objekter på lavt nivå og feltinnstillingsoperasjoner"
objectValidationSanityCheck, "Kontroller at gyldighetsbetingelser er definert på riktig sted for objektvalidering"
objectViewers, "Alle meldinger som gjelder visningsprogram for objektdetaljer"
onClient, "Sporer klientens transaksjonsoperasjoner"
org.apache.axis, "Apache-akselogging"
packager.appcore, "Sporer tilpasning av emballasjeoperasjoner"
page, "Sporer sidegenerering"
paramReference, "Sporer informasjon om delt program (AppInfo)"
parameters, "Sporing for parameterkomponenten generelt"
partner, "Kategori for Ariba-partnermeldinger"
perfLog, "Ytelseslogging"
perfLog.trace, "Forhåndsbestill logging av ytelsessporing"
perfLog.detail, "Detaljert oversikt over sporingsdata per måleverdi"
perfLog.exception, "Overvåk og logg kjøringsoperasjoner som varer lenge"
portlet, "Generering av portletinnhold"
preferences, "Vis innstillingsaktivitet for klientinnstillinger"
printOnMap, "Skriv ut klynger når de er tilordnet klienten"
psoftAdapter, "PeopleSoft-relaterte meldinger"
punchout, "Informasjon om sporings-PunchOut"
queryperf, "AQL-spørring: ytelsesinformasjon"
queryPathNode,"Informasjon om spørringsbanenode når utført i minnespørring"
receivingUI, "Sporer grensesnittinformasjon for mottak"
chargeUI, "Sporer grensesnittinformasjon for gebyr"
recentUserChoice, "Sporing: informasjon om siste brukervalg"
record, "Informasjon om historikkelement"
rpcPerf, "RPC-info på høyere nivå for justering av OppstartProfil"
rpcRecv, "Alle RPC-mottak"
rpcSend, "Alle RPC-sendinger"
rpcStatus, "Vis status for ventende RPCer"
rpcWarning, "Advarsler om RPC-forsinkelser"
rules, "Sporer regelinformasjon"
runtime,  "Kjøretid på lavt nivå"
sapadapter, "SAP-relaterte meldinger"
save, "Klientlagringer"
saveSubs, "Lagrer og gjenoppretter abonnementer"
scheduler, "Sporing av planleggermotor"
scheduler.amf.base, "Meldinger som gjelder planlagte oppgaver for meldingstjeneste"
scheduler.appcore, "Nivåsporing for planlegger"
scheduler.nodeassignment,"Meldinger som gjelder nodetilordning for planlegger"
script, "Meldinger fra skripter"
searchindex, "Indeksrelatert sporing for katalogsøk"
searchui, "Grensesnittrelatert sporing for katalogsøk"
security, "Sikkerhetsrelaterte meldinger"
selectClusterRoot, "Meldinger om gjenoppretting av objekt"
serverCache, "Meldinger som gjelder styring av serverhurtigbufre"
serverMonitor, "Operasjoner for Server-overvåking"
serverOps, "Serveroperasjoner forespurt av klient"
servletadaptor, "Gjelder servletadapter for Ariba-web"
sessionCache, "Sporing av objekthurtigbuffer på øktnivå"
shutdown, "Meldinger som gjelder avstengningssekvens"
shutdown.aribaweb, "Meldinger som gjelder avstengningssekvens for Ariba-web"
shutdown.integrationChannel, "Meldinger som gjelder avstengningssekvens for integrasjonskanal"
shutdown.scheduler, "Meldinger som gjelder avstengningssekvens for planlegger"
smtp, "Hendelsessporing for SMTP-server for e-post"
splitAccounting, "Sporer delt konteringsinformasjon"
sqlio, "SQL-inn/ut via TransSQL"
sso, "Sporing av enkel pålogging"
sso_session, "Sporing av styring av enkel påloggingsøkt"
sso_delegation, "Sporing av delegeringstrinn for enkel pålogging"
startup, "Oppstartmeldinger"
startup.amf, "Starter meldingsrammeverkmeldinger"
startup.amf.base, "Oppstart av meldingsrammeverkmeldinger"
startupTibco, "Oppstart av Tibco-kanalmeldinger"
table, "Sporing for AWTDataTable-widget"
template, "Malgenereringsaktivitet"
tester, "Testingsprosess"
threadpool, "Sporing av TrådPool"
punchout.analysis, "Informasjon om PunchOut-verktøy for integrasjon med Analyse"
transaction, "Informasjon på høyt nivå om transaksjoner til databasen"
transaction.graphs, "Grafisk objekt: gjenoppretting"
transformMetrics, "Dump måleverdier om konvertering til sekkepost"
triggers, "Meldinger som gjelder triggere som løses ut"
uiLogin, "Sporer meldinger fra påloggingssiden for Kjøper"
uiTransaction, "Databasetransaksjoner sendt fra klienten"
uiTriggers, "Sporer triggere for grupper og felt"
unspscmanager, "Meldinger fra UNSPSC-versjonsbehandler"
upload, "Opplasting av data til Ariba Buyer"
user, "Sporing for operasjoner som gjelder Bruker, Gruppe, Rolle, Tillatelser"
util, "Meldinger om verktøyklasser"
util.io, "Meldinger om inn/ut-verktøyklasser"
validation, "Logging av katalogimport og hierarkivalidering"
validity, "Sporer gyldighet for sider og grupper"
visibility, "Sporer synlighet for grupper og felter"
watchdog, "Overvåkingsinfo for database/server"
widgets, "Ariba-web widget: komponentrelatert"
wizard, "Veiviserhendelser er som standard underklasser"
wizardFrame, "Veiviserrammehendelser er som standard underklasser"
wizardLow, "Veiviserhendelser på lavt nivå"
workflow, "Sporer generelle arbeidsflythendelser"
workflowAction, "Arbeidsflythandlinger og -betingelser"
workflowMonitoring, "Loggmeldingskategori for å overvåke arbeidsflytkø"
workforce, "Arbeidskraftrelatert sporing"
workforce.invoicing, "Sporingsmeldinger om fakturering av arbeidskraft"
wsrp,"Ekstern portlet for webtjeneste"
xml, "Sporing for xml-komponent"
xmlsec, "Sporingsmeldinger generert fra Apaches xmlsecurity-bibliotek"
xmlsignature, "Sporer funksjonalitet for digital signatur"
xslt, "Sporer XSL-transformasjonsbibliotek"
realmPurge, "Rydder data i et slettet kundeområde"
translationsTask.details, "Detaljert sporing for planlagte oppgaver for oppdateringsoversetting"
openOfficeMaster,"openoffice-integrasjon"
openOfficeMaster.details,"openoffice-detaljer"
openOfficeMaster.openOffice,"openoffice: diverse"
sdb.startup,"sdb-oppstart"
sdb,"sdb-original "
sdb.scheduler,"sdb-planlegger"
catalog.facade,"Dette gjelder katalogsøk utført som et DirectAction-anrop"
bpm,"Loggmeldinger knyttet til overvåking av forretningsprosesser"
