servletadaptor, "Relativo all'adattatore servlet Web di Ariba"
sessionCache, "Rilevamento cache oggetto a livello di sessione"
shutdown, "Messaggi relativi alla sequenza di arresto"
shutdown.aribaweb, "Messaggi relativi alla sequenza di arresto per aribaweb"
shutdown.integrationChannel, "Messaggi relativi alla sequenza di arresto per il canale di integrazione"
shutdown.scheduler, "Messaggi relativi alla sequenza di arresto per il motore di pianificazione"
smtp, "Rilevamento attività del server di posta SMTP"
splitAccounting, "Rilevamento delle informazioni sulla suddivisione dei costi"
sqlio, "I/O SQL tramite TransSQL"
sso, "Rilevamento accesso singolo"
sso_session, "Rilevamento gestione sessione con accesso singolo"
sso_delegation, "Rilevamento fase delega con accesso singolo"
startup, "Messaggi di avvio"
startup.amf, "Avvio messaggi della struttura di messaggistica"
startup.amf.base, "Messaggi di avvio della struttura di messaggistica"
startupTibco, "Messaggi canale Tibco di avvio"
table, "Rilevamento prodotti promozionali AWTDataTable"
template, "Attività di generazione modelli"
tester, "Processo tester"
threadpool, "Rilevamento ThreadPool"
transaction, "Informazioni di alto livello relative alle transazioni nel database"
transaction.graphs, "Ricostruzione oggetto grafico"
transformMetrics, "Esegue il dump delle informazioni sul sistema nella trasformazione della struttura"
triggers, "Messaggi relativi all'attivazione dei trigger"
uiLogin, "Rilevamento messaggi dalla pagina di login di Buyer"
uiTransaction, "Transazioni database inviate dal client"
uiTriggers, "Rilevamento dei trigger per gruppi e campi"
unspscmanager, "Messaggi dal manager versioni UNSPSC"
upload, "Caricamento dati su Ariba Buyer"
user, "Rilevamento operazioni per Utente, Gruppo, Ruolo, Autorizzazione"
util, "Messaggi relativi alle classi di utilità"
util.io, "Messaggi relativi alle classi di utilità I/O"
validation, "Registrazione dell'importazione del catalogo e della convalida delle gerarchie"
validity, "Rilevamento della validità di pagine e gruppi"
visibility, "Rilevamento della visibilità di gruppi e campi"
watchdog, "Informazioni sul monitoraggio database/server"
widgets, "Relativo al componente prodotti promozionali sul Web di Ariba"
wizard, "Eventi delle procedure guidate in genere declassati"
wizardFrame, "Eventi delle strutture delle procedure guidate in genere declassati"
wizardLow, "Eventi delle procedure guidate di basso livello"
workflow, "Rilevamento degli eventi del flusso di lavoro generale"
workflowAction, "Azioni e condizioni del flusso di lavoro"
workflowMonitoring, "Registra categorie dei messaggi per monitorare la coda del flusso di lavoro"
workforce, "Rilevamento relativo a Workforce"
workforce.invoicing, "Messaggi rilevamento fatturazione Workforce"
wsrp,"Portlet remoto servizi Web"
xml, "Rilevamento per il componente xml"
xmlsec, "Rileva messaggi generati dalla libreria xmlsecurity Apache"
xmlsignature, "Rileva funzionalità di firma digitale"
xslt, "Rilevamento per la libreria di trasformazione XSL"
realmPurge, "Eliminazione di dati in un realm eliminato"
translationsTask.details, "Rilevamento dettagli attività pianificata Aggiornamento traduzioni"
openOfficeMaster,"Integrazione Openoffice"
openOfficeMaster.details,"Dettagli Openoffice"
openOfficeMaster.openOffice,"Informazioni varie Openoffice"
sdb.startup,"Avvio database fornitore"
sdb,"Copia master database fornitore "
sdb.scheduler,"Pianificazione database fornitore"
catalog.facade,"Riguarda la ricerca nel catalogo eseguita come chiamata DirectAction"
bpm,"Messaggio di registro relativo a Business Process Monitoring"
