Shift_JIS,,,,
"PageErrorPanel",a006,"Warning","注意",""
"PopupMenu",a001,"Show all menu items","すべてのメニュー項目を表示します",""
"PollDialog",a001,"Unable to reach the Ariba service.","Ariba サービスにアクセスできません。",""
"PollDialog",a002,"Please check your internet connection.","インターネット接続に問題がないか確認してください。",""
"PollDialog",a003,"Reconnecting in","再接続します -",""
"PollDialog",a004,"seconds.","秒後",""
"PollDialog",a005,"Try now","今すぐ再接続する",""
"PollDialog",a006,"OK","OK",""
"PortletWrapper",a004,"Content retrieval still in progress -- some items may be missing or out of date.","コンテンツを取得しています。一部の項目が失われているかまたは古くなっている可能性があります。",""
"PortletWrapper",a005,"An error occurred while retrieving content -- If this problem persists, contact your administrator.","コンテンツを取得する処理でエラーが発生しました。問題が解決しない場合は、管理者に連絡してください。",""
"PortletWrapper",a006,"Show / Hide content","コンテンツの表示/非表示",""
"PortletWrapper",a007,"Remove this item","この項目を削除",""
"SearchPageWrapper",a001,"Search","検索",""
"StepByStepTOC",1,"Step {0}","手順 {0}",""
"StepByStepTOC",2,"Non-numbered step","番号のない手順",""
"StepHeader",1,"Step {0}","手順 {0}",""
"StepHeader",2,"Non-numbered step","番号のない手順",""
"StepHeader",a001,"Substeps","下位手順",""
"TabList",a001,"Actions","処理",""
"TabList",a002,"More...","続き...",""
"TableHeaderRow",1,"Sorted ascending (click to reverse)","昇順に並べ替え (クリックすると降順になります)",""
"TableHeaderRow",2,"Sorted descending (click to reverse)","降順に並べ替え (クリックすると昇順になります)",""
"TableHeaderRow",a001,"Select all","すべて選択",""
"TocPanel",1,"Collapse view","ビューを閉じる",""
"TocPanel",2,"Expand view","ビューを開く",""
"TocPanel",a001,"View Menu","メニューを表示",""
"ToggleImage",a001,"Open/Close","開く/閉じる",""
